currentState,packetSize,interArrivalTime
online video games,[631.14485725],[0.00184498]
online video games,[262.51473309],[0.0097949]
online video games,[424.48063498],[0.01504318]
online video games,[192.2333182],[0.00326717]
online video games,[113.92844354],[0.01009762]
online video games,[113.15895171],[0.00183174]
online video games,[386.5974328],[0.01420497]
online video games,[121.08933127],[0.00264176]
online video games,[322.98782336],[0.0062956]
online video games,[97.92494474],[0.01147059]
online video games,[142.61855049],[0.00048352]
online video games,[299.01989097],[0.00592372]
online video games,[108.41828624],[0.00710598]
online video games,[208.68754947],[0.02619761]
online video games,[62.09993791],[0.000316]
online video games,[91.03172727],[0.00024281]
online video games,[234.39028593],[0.00462368]
online video games,[233.50303093],[0.00029989]
online video games,[149.47237168],[0.01305825]
online video games,[113.65472835],[0.00287561]
online video games,[121.25175715],[0.0070987]
online video games,[114.07461281],[0.0029054]
online video games,[115.49251909],[0.0059253]
online video games,[68.31119017],[0.00286145]
online video games,[113.40341804],[0.00162388]
online video games,[114.82953723],[0.00358335]
online video games,[112.82648342],[0.01633054]
online video games,[114.75513292],[0.0002795]
online video games,[131.97256849],[0.00104041]
online video games,[107.00334919],[0.00422543]
online video games,[649.93485512],[0.0015782]
online video games,[151.48983445],[0.0015013]
online video games,[124.48406424],[0.01109901]
online video games,[112.57360527],[0.00027806]
online video games,[114.63485575],[0.01189146]
online video games,[113.58016433],[0.00637711]
online video games,[115.00356535],[0.02750082]
online video games,[88.40067874],[0.01299403]
online video games,[442.76444535],[0.00501395]
online video games,[419.83076035],[0.00174609]
online video games,[154.2257509],[0.00428737]
online video games,[103.32408014],[0.00594366]
online video games,[148.3501448],[0.00789954]
online video games,[80.28029562],[0.01580965]
online video games,[158.74886572],[0.00119406]
online video games,[93.81455809],[0.04670534]
online video games,[121.49446239],[0.00183441]
online video games,[126.73632341],[0.01501701]
online video games,[128.52666014],[0.00125459]
online video games,[141.54935217],[0.00150945]
online video games,[113.05999834],[0.00623256]
online video games,[293.83217799],[0.00247025]
online video games,[115.28850437],[0.00666357]
online video games,[75.72041383],[0.00574537]
online video games,[96.85364765],[0.00883396]
online video games,[281.76725693],[0.01133295]
online video games,[225.76059003],[0.00179461]
online video games,[113.81346996],[0.00021552]
online video games,[115.93266093],[0.00160561]
online video games,[177.64181896],[0.00773405]
online video games,[108.85072411],[0.01245029]
online video games,[136.41333913],[0.00310539]
online video games,[75.42615159],[0.0017732]
online video games,[191.79367298],[0.00253126]
online video games,[115.12149756],[0.01360796]
online video games,[112.56531514],[0.00777138]
online video games,[102.95101101],[0.00347311]
online video games,[114.97293654],[0.00587957]
online video games,[114.64041325],[0.00755568]
online video games,[207.60715712],[0.0024942]
online video games,[91.41347155],[0.00173674]
online video games,[115.04931556],[0.00249251]
online video games,[115.29022972],[0.00415388]
online video games,[195.31587182],[0.00081014]
online video games,[89.50682458],[0.02134712]
online video games,[97.74488756],[0.00199783]
online video games,[114.80448977],[0.01467654]
online video games,[108.65670537],[0.00163304]
online video games,[137.23640364],[0.00482941]
online video games,[105.78873834],[0.02230599]
online video games,[172.15807895],[0.01223121]
online video games,[107.75695114],[0.00536076]
online video games,[101.23867163],[0.00281454]
online video games,[110.44120435],[0.00291036]
online video games,[116.33498155],[0.00235466]
online video games,[253.12965955],[0.0091321]
online video games,[410.62059979],[0.01718601]
online video games,[144.62774048],[0.00035719]
online video games,[91.26539902],[0.00081446]
online video games,[50.58933021],[0.0022763]
online video games,[115.89111294],[0.00207704]
online video games,[100.99602054],[0.00207098]
online video games,[99.62213462],[0.00067892]
online video games,[131.58832721],[0.02761659]
online video games,[105.45611236],[0.00182502]
online video games,[124.38827459],[0.00036582]
online video games,[115.03499956],[0.03002471]
online video games,[164.82090609],[0.00558768]
online video games,[65.82803633],[0.00780601]
online video games,[446.07069793],[0.0037168]
online video games,[153.95668833],[0.01157156]
online video games,[185.04378454],[0.00411019]
online video games,[112.68197119],[0.00485672]
online video games,[109.64297041],[1.93234191e-05]
online video games,[102.95977922],[0.00402586]
online video games,[112.1202371],[0.00052871]
online video games,[111.69608188],[3.84272409e-06]
online video games,[110.76376228],[0.02932733]
online video games,[621.8348958],[0.01496923]
online video games,[178.66303334],[0.00268152]
online video games,[113.86752886],[0.00798783]
online video games,[116.38826937],[0.00703168]
online video games,[124.24403775],[0.00989365]
online video games,[107.81290691],[0.0235231]
online video games,[94.88163258],[0.01257189]
online video games,[50.59032198],[0.01244584]
online video games,[114.51409908],[0.0021653]
online video games,[231.186688],[0.01305159]
online video games,[112.17010458],[0.00563173]
online video games,[75.65187584],[0.00262539]
online video games,[116.00625647],[0.00118791]
online video games,[132.80890486],[0.00856743]
online video games,[115.00360187],[0.01096059]
online video games,[1118.64699025],[0.00179427]
online video games,[115.40401252],[0.00666632]
online video games,[205.90107302],[0.00846601]
online video games,[75.41988472],[0.00920933]
online video games,[128.62815439],[0.00339922]
online video games,[87.39722698],[0.05649199]
online video games,[124.42312722],[0.00271276]
online video games,[124.63037004],[0.0070989]
online video games,[108.65061851],[0.00028276]
online video games,[108.18867462],[0.0213374]
online video games,[110.02530377],[0.00424118]
online video games,[336.34473682],[0.01961889]
online video games,[76.68447498],[0.00914814]
online video games,[155.75605905],[0.00095645]
online video games,[126.90501707],[0.00168935]
online video games,[114.25301321],[0.00034967]
online video games,[115.91769878],[0.01284455]
online video games,[119.33098596],[0.00426605]
online video games,[90.12475853],[0.00163005]
online video games,[112.43122296],[0.00358482]
online video games,[76.0992899],[0.01350399]
online video games,[114.50269854],[0.00940853]
online video games,[71.01100899],[0.00527899]
online video games,[163.33788086],[0.00441917]
online video games,[93.4520646],[0.00310034]
online video games,[114.99956153],[0.00273395]
online video games,[116.04187685],[0.00130227]
online video games,[166.26530434],[0.00383091]
online video games,[299.76233518],[0.03816884]
online video games,[99.42142511],[0.00401533]
online video games,[455.72046028],[0.00432911]
online video games,[92.50144048],[0.00145336]
online video games,[157.88241137],[0.01001153]
online video games,[88.98194697],[0.03408122]
online video games,[105.75968344],[0.0157463]
online video games,[203.46429576],[0.01256838]
online video games,[116.95174552],[0.00156568]
online video games,[114.64475385],[0.00328889]
online video games,[71.93195075],[0.00209939]
online video games,[542.95993013],[0.01634967]
online video games,[114.76650051],[0.00570935]
online video games,[72.08606403],[0.01423451]
online video games,[104.9850003],[0.00158074]
online video games,[1429.14984308],[0.03036759]
online video games,[173.20042265],[0.0025835]
online video games,[259.44602923],[0.00266673]
online video games,[91.55780253],[0.0090075]
online video games,[120.02064234],[0.01857623]
online video games,[114.82147106],[0.00531228]
online video games,[270.11148513],[0.01228817]
online video games,[113.90715739],[0.00117158]
online video games,[117.6804732],[0.0010848]
online video games,[122.81359471],[0.00089574]
online video games,[117.56674553],[0.00169295]
online video games,[119.47189792],[0.03435294]
online video games,[117.75602832],[0.01741981]
online video games,[116.05508936],[0.00719173]
online video games,[119.10838543],[0.00330086]
online video games,[114.65213062],[0.00174584]
online video games,[142.0673995],[0.00922967]
online video games,[114.67093092],[0.00296645]
online video games,[166.99998181],[0.02490667]
online video games,[89.49105406],[0.00517851]
online video games,[525.76109499],[0.00027865]
online video games,[117.10660065],[0.00693494]
online video games,[100.96355443],[0.03813022]
online video games,[119.17969664],[0.01014563]
online video games,[125.79665345],[0.00262746]
online video games,[72.39500282],[0.00036053]
online video games,[115.60472321],[0.00608381]
online video games,[113.96285055],[0.00470218]
online video games,[103.96942446],[0.00600782]
online video games,[62.69301968],[0.00114272]
online video games,[136.54105479],[0.010188]
online video games,[110.47210527],[0.0004513]
online video games,[111.53286508],[0.00306918]
online video games,[115.03742894],[0.00201708]
online video games,[94.00583916],[0.00018027]
online video games,[114.06378416],[0.01203191]
online video games,[114.71509032],[0.00376934]
online video games,[113.6318837],[0.00137308]
online video games,[135.32002758],[0.00135041]
online video games,[118.68458244],[0.03112674]
online video games,[159.73155852],[0.00701147]
online video games,[162.32476793],[0.01514535]
online video games,[136.88716929],[0.00235322]
online video games,[97.17636642],[0.01083759]
online video games,[121.57339511],[0.00689643]
online video games,[114.63495534],[0.01667259]
online video games,[311.1684456],[0.00637233]
online video games,[435.74193717],[0.01080866]
online video games,[227.90370593],[0.00554613]
online video games,[119.08827901],[0.00375048]
online video games,[119.71434697],[0.00192371]
online video games,[130.18367031],[0.00014957]
online video games,[116.07293795],[0.00512597]
online video games,[98.61151503],[0.01640314]
online video games,[129.92655067],[0.0089248]
online video games,[114.39997069],[0.00219975]
online video games,[148.66362098],[0.00375099]
online video games,[338.48970893],[0.00726492]
online video games,[143.15203123],[0.0006499]
online video games,[114.73223841],[0.00437228]
online video games,[562.47888567],[0.00549843]
online video games,[107.39899848],[0.00038844]
online video games,[123.62082116],[0.00412764]
online video games,[110.50211806],[0.00460858]
online video games,[111.17235908],[5.05501575e-05]
online video games,[48.14831635],[0.01189179]
online video games,[124.22987074],[0.00089551]
online video games,[154.09365877],[0.00909377]
online video games,[51.12712362],[0.00446353]
online video games,[149.56011051],[0.00321432]
online video games,[91.59612093],[0.00820297]
online video games,[119.53298955],[0.00740998]
online video games,[110.19092276],[0.003513]
online video games,[245.53292777],[0.00528483]
online video games,[126.82026198],[0.01046987]
online video games,[135.42402072],[0.02345023]
online video games,[349.80117167],[0.00547937]
online video games,[182.11409532],[0.00859887]
online video games,[281.42230343],[0.00423159]
online video games,[249.44376794],[0.00715815]
online video games,[118.80610227],[0.00153948]
online video games,[404.06509485],[0.00706008]
online video games,[113.74154018],[0.00069035]
online video games,[96.21097766],[0.01221985]
online video games,[114.34835435],[0.00194842]
online video games,[115.43709303],[0.00632564]
online video games,[79.56434335],[0.00335682]
online video games,[96.61088006],[1.22197913e-05]
online video games,[113.72344859],[0.00151786]
online video games,[114.77000909],[0.00045609]
online video games,[90.03819733],[0.01041235]
online video games,[116.9575249],[0.00345062]
online video games,[105.08734154],[0.0184531]
online video games,[115.1784812],[0.00242803]
online video games,[103.64945078],[0.02074251]
online video games,[123.05024326],[0.00796241]
online video games,[149.40950428],[0.02333924]
online video games,[184.12170733],[0.00565011]
online video games,[117.74261927],[0.00180497]
online video games,[117.55963552],[0.04506391]
online video games,[126.45737709],[0.00261471]
online video games,[206.44022388],[0.00589139]
online video games,[168.14969997],[0.01013597]
online video games,[94.45440006],[0.00977677]
online video games,[59.34404332],[0.01281219]
online video games,[52.68886254],[0.01156498]
online video games,[124.94935794],[0.0106901]
online video games,[86.16842106],[5.52484515e-05]
online video games,[114.34673652],[0.00240966]
online video games,[114.77035446],[0.00938705]
online video games,[131.86356103],[0.02579229]
online video games,[96.93173164],[0.00577795]
online video games,[128.20892889],[0.00809973]
online video games,[145.1052402],[0.00089129]
online video games,[115.04467877],[0.00860817]
online video games,[112.69220885],[0.01215776]
online video games,[128.50077436],[0.00145556]
online video games,[114.78521865],[0.00332022]
online video games,[117.96610806],[0.00824167]
online video games,[94.47722167],[0.00089337]
online video games,[118.32547467],[0.00915437]
online video games,[46.04668119],[0.0033352]
online video games,[114.88920233],[0.00683955]
online video games,[127.43133158],[0.00552555]
online video games,[114.5536187],[0.00126911]
online video games,[79.18478678],[0.00116844]
online video games,[107.08575057],[0.00210606]
online video games,[104.37472087],[0.00795103]
online video games,[185.2883805],[0.01347846]
online video games,[168.64751243],[0.00509517]
online video games,[119.45570881],[0.00502806]
online video games,[121.680353],[0.02615791]
online video games,[156.27796621],[0.0038681]
online video games,[104.0668786],[0.00531615]
online video games,[164.17107931],[0.01721494]
online video games,[175.30444196],[0.01336242]
online video games,[116.77423384],[0.04026051]
online video games,[132.82923907],[0.01254062]
online video games,[205.33906397],[0.00422199]
online video games,[112.53986331],[0.00373567]
online video games,[150.48544894],[0.00524076]
online video games,[116.48348636],[0.00420231]
online video games,[85.102406],[0.00684049]
online video games,[109.43719006],[0.01312043]
online video games,[261.92322561],[0.00214189]
online video games,[108.99248543],[0.00550434]
online video games,[163.65967611],[0.00193949]
online video games,[191.90963035],[0.00981472]
online video games,[115.08188624],[0.01997702]
online video games,[117.34142901],[0.00135092]
online video games,[115.06630112],[0.00014879]
online video games,[113.54463601],[0.00717302]
online video games,[218.07638873],[0.00567641]
online video games,[122.8649961],[0.002747]
online video games,[114.78371614],[0.00120962]
online video games,[106.71770402],[0.00357591]
online video games,[114.07397077],[0.05523567]
online video games,[119.26979859],[0.01681372]
online video games,[86.2777306],[0.00603743]
online video games,[101.54976356],[0.00959391]
online video games,[88.00856489],[0.00451464]
online video games,[475.25095146],[0.00594905]
online video games,[116.44907044],[0.01074958]
online video games,[102.39060631],[0.00401278]
online video games,[115.58633871],[0.00650149]
online video games,[113.51405883],[0.028167]
online video games,[157.63984362],[0.00049158]
online video games,[161.30578833],[0.01421258]
online video games,[109.26225752],[9.13620016e-05]
online video games,[111.15551833],[0.0026869]
online video games,[69.55063567],[0.07331479]
online video games,[106.6841179],[0.00850184]
online video games,[114.71291239],[0.00333506]
online video games,[115.12387766],[0.01024093]
online video games,[114.69938795],[0.00546838]
online video games,[117.13378337],[0.00685421]
online video games,[101.06080981],[0.01560795]
online video games,[72.43387498],[0.01399298]
online video games,[117.22030867],[0.01197924]
online video games,[115.44493998],[0.03149258]
online video games,[121.29413486],[0.01820945]
online video games,[70.66318159],[0.00229394]
online video games,[79.17527424],[0.03030639]
online video games,[115.10969937],[0.00330435]
online video games,[107.95852651],[0.00563695]
online video games,[172.46125141],[0.02173235]
online video games,[114.22990949],[0.00409671]
online video games,[128.86020493],[0.0001763]
online video games,[115.12781478],[0.0030163]
online video games,[238.58414305],[0.00377744]
online video games,[114.92522777],[0.0034369]
online video games,[103.54348384],[0.00675238]
online video games,[175.94898557],[0.01466779]
online video games,[143.1285097],[0.00017733]
online video games,[154.14010672],[0.00921145]
online video games,[137.67597942],[0.0430084]
online video games,[144.79979348],[0.04366043]
online video games,[112.6589955],[0.01869942]
online video games,[1091.63720086],[0.00100948]
online video games,[146.44368431],[0.00017909]
online video games,[77.08652564],[0.00533416]
online video games,[95.07268689],[0.00419487]
online video games,[306.38387666],[0.01251512]
online video games,[126.05263345],[0.00198691]
online video games,[114.94740116],[0.00261351]
online video games,[132.35063847],[0.00240249]
online video games,[112.55173743],[0.00187615]
online video games,[115.01988704],[0.00549641]
online video games,[112.30641066],[0.00107281]
online video games,[114.82154171],[0.00600199]
online video games,[100.92959027],[0.00170742]
online video games,[68.19065822],[0.00750132]
online video games,[118.25872603],[0.00979819]
online video games,[104.44755939],[0.00617865]
online video games,[129.58458675],[0.01149561]
online video games,[148.67701046],[0.00399941]
online video games,[110.0129319],[0.00710936]
online video games,[85.40462814],[0.00065269]
online video games,[115.58591892],[0.01248896]
online video games,[117.56418471],[0.00277801]
online video games,[145.37571297],[0.00425558]
online video games,[98.92358153],[0.0179559]
online video games,[112.87919801],[0.01072882]
online video games,[88.91351306],[0.02510064]
online video games,[142.74169026],[0.0041643]
online video games,[97.88835609],[0.00382517]
online video games,[146.27854347],[0.00028447]
online video games,[153.9517123],[0.00499418]
online video games,[65.18133784],[0.01976861]
online video games,[444.11435296],[0.00137557]
online video games,[122.78102485],[0.00049868]
online video games,[114.7941324],[0.0431359]
online video games,[76.25600582],[0.0037334]
online video games,[127.2751155],[0.00133276]
online video games,[116.07996627],[0.01725663]
online video games,[115.29780235],[0.00303033]
online video games,[110.37440889],[0.00351604]
online video games,[111.22719558],[0.01541712]
online video games,[117.89421582],[0.01116617]
online video games,[121.04154344],[0.00622942]
online video games,[81.40261861],[0.00335443]
online video games,[176.20229458],[0.00336885]
online video games,[75.78932169],[0.02180519]
online video games,[126.5564638],[0.00378794]
online video games,[202.44808521],[0.00201209]
online video games,[72.77388806],[0.00427169]
online video games,[446.3303236],[0.0051294]
online video games,[105.26515533],[0.01123679]
online video games,[114.707644],[0.00277739]
online video games,[111.81272198],[0.01477206]
online video games,[115.55071322],[0.01166656]
online video games,[106.56320519],[0.00303654]
online video games,[58.0440021],[0.01013276]
online video games,[116.32267106],[0.0095778]
online video games,[110.6329942],[0.0319959]
online video games,[115.00245399],[0.01752876]
online video games,[250.04693511],[0.00086914]
online video games,[114.61192596],[0.00665938]
online video games,[105.70719517],[0.01679057]
online video games,[111.68376604],[0.01932152]
online video games,[182.06023256],[0.00338906]
online video games,[63.9543042],[0.02203038]
online video games,[161.57744806],[0.00191786]
online video games,[113.19572591],[0.01302185]
online video games,[114.57203345],[0.02089015]
online video games,[57.98712931],[0.00854133]
online video games,[149.69723239],[0.01911775]
online video games,[115.22514275],[0.01280092]
online video games,[244.02213793],[0.00418758]
online video games,[254.92473647],[0.00137024]
online video games,[108.30027882],[0.00183756]
online video games,[122.466267],[0.01453867]
online video games,[101.8269331],[0.06386095]
online video games,[113.21370039],[0.00029489]
online video games,[118.09269589],[0.02040952]
online video games,[99.4615508],[0.00988514]
online video games,[146.00545891],[0.00649921]
online video games,[114.17433111],[0.00037368]
online video games,[129.92731947],[0.00328812]
online video games,[75.73947786],[0.01988456]
online video games,[113.99793082],[0.00686699]
online video games,[113.7075761],[0.00252393]
online video games,[139.64853642],[0.00014374]
online video games,[48.37716206],[0.02161063]
online video games,[80.61792953],[0.00156911]
online video games,[119.2848953],[0.00113878]
online video games,[426.33032602],[0.00125058]
online video games,[123.98704178],[0.00149233]
online video games,[104.35300682],[0.05240313]
online video games,[141.23309634],[0.00916253]
online video games,[120.69868159],[0.00501306]
online video games,[103.78361966],[0.00042634]
online video games,[210.82470542],[0.00824256]
online video games,[114.8554187],[0.00200358]
online video games,[114.94405533],[0.0005851]
online video games,[189.79849782],[0.01311943]
online video games,[114.98093148],[0.00577639]
online video games,[111.70778678],[0.00668288]
online video games,[114.99175559],[0.00200951]
online video games,[114.8541954],[0.00662995]
online video games,[112.51864556],[0.00934877]
online video games,[120.14059311],[0.006936]
online video games,[367.53016261],[0.01300393]
online video games,[114.48348138],[0.02139591]
online video games,[116.63584557],[0.0015004]
online video games,[92.63542001],[0.01480278]
online video games,[114.25694717],[0.0094924]
online video games,[114.95307828],[0.00778944]
online video games,[115.26011371],[0.00075568]
online video games,[103.81288641],[0.00258889]
online video games,[86.30312644],[0.01557021]
online video games,[98.60080642],[0.00712727]
online video games,[145.76676993],[0.01438162]
online video games,[115.28925216],[0.00094159]
online video games,[100.73462285],[0.03848207]
online video games,[114.91805183],[0.00389392]
online video games,[159.1420004],[0.01228335]
online video games,[81.50682147],[0.00889326]
online video games,[102.2076553],[0.01068761]
online video games,[124.3178902],[0.00886803]
online video games,[100.78930833],[0.01843279]
online video games,[104.9312326],[0.00260564]
online video games,[80.35349134],[0.00170018]
online video games,[73.96020398],[0.01838876]
online video games,[115.0941763],[0.00281231]
online video games,[124.93979235],[0.00659275]
online video games,[55.6040923],[0.0078225]
online video games,[107.14192111],[0.00215]
online video games,[84.50465662],[0.00098105]
online video games,[310.62930025],[0.00030935]
online video games,[159.49956553],[0.01727004]
online video games,[101.28024844],[0.00220747]
online video games,[138.86216573],[0.00621904]
online video games,[133.29476361],[0.00238075]
online video games,[124.34183841],[0.00388678]
online video games,[115.01320572],[0.02224466]
online video games,[114.83353084],[0.02719124]
online video games,[115.68691498],[0.00600781]
online video games,[115.31791682],[0.00653592]
online video games,[148.66529722],[0.00914397]
online video games,[364.49607012],[0.00411919]
online video games,[133.62403977],[0.02484224]
online video games,[237.67099528],[0.00810899]
online video games,[116.10226495],[3.77436715e-05]
online video games,[144.56832477],[0.01646497]
online video games,[115.97863064],[0.01303013]
online video games,[116.86312279],[0.0003052]
online video games,[96.8969133],[0.000482]
online video games,[95.30383957],[0.01176367]
online video games,[115.06094589],[0.05392942]
online video games,[114.82308208],[0.00844018]
online video games,[114.88571567],[0.01835253]
online video games,[144.16081819],[0.00449458]
online video games,[132.05993281],[0.00244317]
online video games,[126.46148233],[0.00507172]
online video games,[116.19477351],[0.00087158]
online video games,[111.53045508],[0.00172075]
online video games,[46.50167949],[0.00307096]
online video games,[129.40993429],[0.00586977]
online video games,[115.06516526],[0.00292776]
online video games,[137.27571059],[0.01100735]
online video games,[114.28767743],[0.01071645]
online video games,[114.27617156],[0.0051645]
online video games,[123.32632555],[0.00428759]
online video games,[115.58906692],[0.01155778]
online video games,[107.43131783],[0.00401574]
online video games,[140.41869838],[0.01630699]
online video games,[157.15134456],[0.00447686]
online video games,[76.26245822],[0.00570145]
online video games,[84.91338319],[0.00156448]
online video games,[184.90686363],[0.01661965]
online video games,[621.27390129],[0.01351157]
online video games,[130.70653268],[0.00772119]
online video games,[239.67474571],[0.00591444]
online video games,[111.10242097],[0.00827542]
online video games,[142.85072237],[0.01034582]
online video games,[66.58441965],[0.01700812]
online video games,[122.67397703],[0.0136662]
online video games,[265.05990122],[0.00277779]
online video games,[110.35216764],[0.0147494]
online video games,[96.571444],[0.00286684]
online video games,[166.80344882],[0.00525693]
online video games,[125.66139602],[0.00531473]
online video games,[115.13842459],[0.00015708]
online video games,[136.27919111],[0.0015862]
online video games,[108.50296885],[0.01678959]
online video games,[120.40586382],[0.00292416]
online video games,[113.62494063],[0.00041991]
online video games,[117.77845627],[0.01191375]
online video games,[316.33773574],[0.00155622]
online video games,[110.35543957],[0.00018129]
online video games,[98.89861186],[0.00382361]
online video games,[108.00958558],[0.03681795]
online video games,[232.96203411],[0.00837562]
online video games,[221.61540545],[0.01086942]
online video games,[141.04676056],[0.01057564]
online video games,[200.75260514],[0.00116858]
online video games,[94.21412381],[0.02139914]
online video games,[123.74785077],[0.00051211]
online video games,[114.3162381],[0.00155977]
online video games,[115.82992483],[0.00370637]
online video games,[180.52283167],[0.01904103]
online video games,[113.09808053],[0.0099358]
online video games,[111.95539459],[0.00128479]
online video games,[115.40938954],[0.01257017]
online video games,[114.98011363],[0.00090552]
online video games,[115.13966958],[0.00673955]
online video games,[136.74577325],[0.00635213]
online video games,[71.20937659],[0.00076129]
online video games,[152.5254383],[0.00064468]
online video games,[85.02626783],[0.00318711]
online video games,[114.34446106],[0.00170838]
online video games,[188.18733836],[0.01113724]
online video games,[117.25047493],[0.01137638]
online video games,[115.23650184],[0.0026039]
online video games,[115.30106415],[0.00760884]
online video games,[123.30327402],[0.00860388]
online video games,[273.57333313],[0.04917149]
online video games,[101.94095262],[0.00345496]
online video games,[112.97325608],[0.00085886]
online video games,[116.63262069],[0.0093604]
online video games,[114.20926694],[0.0029504]
online video games,[174.77526693],[0.00061882]
online video games,[130.20099489],[0.00333548]
online video games,[63.55658619],[0.00917976]
online video games,[110.18947672],[0.00789015]
online video games,[109.9191226],[0.00300581]
online video games,[119.41259924],[0.00450154]
online video games,[54.30728668],[0.0055203]
online video games,[116.58836002],[0.000237]
online video games,[114.63571023],[0.00056534]
online video games,[235.39660576],[0.00834276]
online video games,[112.5283665],[0.01553767]
online video games,[425.87102859],[0.00033491]
online video games,[114.35131177],[0.00909722]
online video games,[102.28252446],[0.00015448]
online video games,[165.22836879],[0.0128669]
online video games,[115.43173345],[0.00596577]
online video games,[207.00350631],[0.01217518]
online video games,[112.14887694],[0.00969587]
online video games,[115.74614778],[0.01070892]
online video games,[116.49351537],[0.00806135]
online video games,[129.14376549],[0.00358972]
online video games,[116.89623929],[0.00349839]
online video games,[72.07566212],[0.00490488]
online video games,[66.70649493],[0.02688916]
online video games,[153.69212986],[0.01343295]
online video games,[105.50784903],[0.00176923]
online video games,[412.79143621],[0.02524311]
online video games,[105.7697673],[0.01391142]
online video games,[90.22518098],[0.0027945]
online video games,[73.72793744],[0.00313652]
online video games,[120.94424047],[0.02373987]
online video games,[116.11375814],[0.00170821]
online video games,[129.77290803],[0.0107254]
online video games,[93.50059938],[0.002814]
online video games,[114.90203724],[0.01590873]
online video games,[115.32978838],[0.00256863]
online video games,[116.28727919],[0.00084484]
online video games,[108.53556515],[0.00083222]
online video games,[109.45637022],[0.00097881]
online video games,[115.31935739],[0.00678393]
online video games,[102.6722778],[0.01213725]
online video games,[405.15403362],[0.01022473]
online video games,[80.22248515],[0.0011632]
online video games,[93.05926776],[0.01341348]
online video games,[193.09329512],[0.00403181]
online video games,[114.99575599],[0.00752655]
online video games,[116.99397904],[0.0017707]
online video games,[114.8410462],[0.00166391]
online video games,[201.68846261],[0.00830725]
online video games,[111.56089009],[0.02463659]
online video games,[244.95705398],[0.02387125]
online video games,[1180.10072156],[0.00351855]
online video games,[67.50399176],[0.01649183]
online video games,[153.46493439],[0.0026763]
online video games,[435.61808053],[0.02305394]
online video games,[110.22277275],[0.01126364]
online video games,[122.37930268],[0.00472705]
online video games,[122.65346249],[0.00287416]
online video games,[220.17032931],[0.00881774]
online video games,[129.54222552],[0.02726138]
online video games,[115.03126189],[0.00936207]
online video games,[175.01477477],[0.00219385]
online video games,[113.80754729],[0.00535171]
online video games,[127.7823552],[0.01675962]
online video games,[106.52658567],[0.00151889]
online video games,[128.0433392],[0.02350741]
online video games,[107.72031226],[0.00781423]
online video games,[137.35546828],[0.00832136]
online video games,[262.89994927],[0.0109075]
online video games,[118.84009267],[0.00228931]
online video games,[110.36063385],[0.00653351]
online video games,[122.22143461],[0.00197451]
online video games,[117.96873296],[0.02816904]
online video games,[86.25239305],[0.00134156]
online video games,[93.51936362],[0.00465034]
online video games,[113.12853366],[0.00035122]
online video games,[47.57156495],[0.00356908]
online video games,[129.08474496],[0.00995495]
online video games,[188.17612026],[0.00926602]
online video games,[114.89151274],[0.00373127]
online video games,[107.89311681],[0.01132779]
online video games,[114.43647035],[0.01835343]
online video games,[125.14937374],[0.0023195]
online video games,[114.86276264],[0.002235]
online video games,[126.0656417],[0.0078893]
online video games,[107.76990285],[0.00044801]
online video games,[117.17744509],[0.0022698]
online video games,[130.32516108],[0.000517]
online video games,[56.28027391],[0.00052987]
online video games,[141.56297902],[0.00191126]
online video games,[124.26945879],[0.00602374]
online video games,[114.98378556],[0.008654]
online video games,[127.24966234],[0.00263798]
online video games,[111.14448736],[0.02755397]
online video games,[148.98668521],[0.00016283]
online video games,[114.37816683],[0.02893717]
online video games,[116.41565926],[0.01053356]
online video games,[74.33476839],[0.00143544]
online video games,[117.99537657],[0.0250612]
online video games,[100.06517326],[0.00426464]
online video games,[131.61049563],[0.01314484]
online video games,[298.47274512],[0.01049915]
online video games,[313.93437048],[0.00283945]
online video games,[113.39605039],[0.00640314]
online video games,[114.80878655],[0.01006601]
online video games,[120.65940423],[0.00926908]
online video games,[121.20905799],[0.00386878]
online video games,[93.06706135],[0.0159989]
online video games,[109.64901916],[0.01365608]
online video games,[82.18369889],[0.00163766]
online video games,[221.1712053],[0.00266053]
online video games,[115.42621096],[0.00335879]
online video games,[123.34438178],[0.00601943]
online video games,[169.69882908],[0.00642229]
online video games,[124.90522428],[0.02273109]
online video games,[126.28198648],[0.02860149]
online video games,[168.76757059],[0.00233505]
online video games,[115.19526708],[0.01036679]
online video games,[114.77653766],[0.00180721]
online video games,[114.98114674],[0.00183093]
online video games,[88.36673871],[0.01033091]
online video games,[87.91630107],[0.04002359]
online video games,[193.86307986],[0.00624786]
online video games,[63.47282874],[0.03228968]
online video games,[182.80994558],[0.00139545]
online video games,[105.08668886],[0.00525909]
online video games,[128.54801222],[0.01468039]
online video games,[118.45770266],[0.01462685]
online video games,[126.27814327],[0.0005911]
online video games,[125.1110244],[0.01880531]
online video games,[56.24982597],[0.00268203]
online video games,[149.38683798],[0.02302542]
online video games,[106.32107208],[0.00061773]
online video games,[220.73916487],[0.0039063]
online video games,[80.04899657],[0.00138295]
online video games,[124.14518039],[0.00602787]
online video games,[140.88792279],[0.00233468]
online video games,[116.22760837],[0.01548473]
online video games,[114.55480166],[0.00332951]
online video games,[125.96130631],[0.00373661]
online video games,[98.83258511],[0.000354]
online video games,[137.19266529],[0.04117808]
online video games,[103.13511575],[0.00477422]
online video games,[121.78842015],[0.00167999]
online video games,[113.85917819],[0.00054439]
online video games,[65.78508867],[0.00508209]
online video games,[113.35204839],[0.00125085]
